id_project,name,top,score,year,week,created_at
382,Bitcoin Cash,General,65.99,2023,35,2023-09-03 20:02:31
986,Monero,General,65.63,2023,35,2023-09-03 20:02:32
6009,Axie Infinity,General,65.61,2023,35,2023-09-03 20:02:45
993,IOTA,General,65.43,2023,35,2023-09-03 20:02:32
996,Maker,General,65.40,2023,35,2023-09-03 20:02:32
4691,Elrond,General,65.11,2023,35,2023-09-03 20:02:41
21138,HEX ETHW,General,65.00,2023,35,2023-09-03 20:03:41
6723,Lido DAO,General,64.99,2023,35,2023-09-03 20:02:46
5674,PancakeSwap,General,64.98,2023,35,2023-09-03 20:02:44
15951,BitTorrent,General,64.89,2023,35,2023-09-03 20:03:18
5900,Near,General,64.72,2023,35,2023-09-03 20:02:44
1062,Fantom,General,64.63,2023,35,2023-09-03 20:02:33
1087,Kava,General,64.59,2023,35,2023-09-03 20:02:33
989,Huobi Token,General,64.50,2023,35,2023-09-03 20:02:32
1054,Numeraire,General,64.47,2023,35,2023-09-03 20:02:33
8477,Mina Protocol (IOU),General,64.30,2023,35,2023-09-03 20:02:50
376,Bitcoin,General,82.23,2023,36,2023-09-10 20:02:13
978,Ethereum,General,80.82,2023,36,2023-09-10 20:02:14
979,XRP,General,75.73,2023,36,2023-09-10 20:02:14
345,Binance Coin,General,74.04,2023,36,2023-09-10 20:02:13
5518,Avalanche,General,71.94,2023,36,2023-09-10 20:02:23
5395,Uniswap,General,70.95,2023,36,2023-09-10 20:02:23
10418,The Open Network,General,70.65,2023,36,2023-09-10 20:02:36
986,Monero,General,70.30,2023,36,2023-09-10 20:02:14
984,TRON,General,69.84,2023,36,2023-09-10 20:02:14
621,Cardano,General,69.70,2023,36,2023-09-10 20:02:14
3747,Solana,General,69.70,2023,36,2023-09-10 20:02:20
8839,Internet Computer,General,69.66,2023,36,2023-09-10 20:02:30
988,OKB,General,69.54,2023,36,2023-09-10 20:02:14
1036,Polygon,General,69.53,2023,36,2023-09-10 20:02:15
659,ChainLink,General,69.51,2023,36,2023-09-10 20:02:14
809,Crypto.com Coin,General,69.37,2023,36,2023-09-10 20:02:14
983,Stellar,General,69.09,2023,36,2023-09-10 20:02:14
4688,Polkadot,General,68.89,2023,36,2023-09-10 20:02:22
769,Cosmos,General,68.52,2023,36,2023-09-10 20:02:14
3844,Trust Wallet Token,General,68.46,2023,36,2023-09-10 20:02:20
1069,Hedera Hashgraph,General,68.25,2023,36,2023-09-10 20:02:15
994,VeChain,General,68.11,2023,36,2023-09-10 20:02:14
18126,Optimism,General,67.85,2023,36,2023-09-10 20:03:02
6569,The Graph,General,67.32,2023,36,2023-09-10 20:02:25
18408,Kaspa,General,67.01,2023,36,2023-09-10 20:03:04
5613,Aave,General,66.95,2023,36,2023-09-10 20:02:23
21811,Arbitrum,General,66.61,2023,36,2023-09-10 20:03:17
3288,Filecoin,General,66.55,2023,36,2023-09-10 20:02:20
5674,PancakeSwap,General,65.74,2023,36,2023-09-10 20:02:23
987,LEO Token,General,65.42,2023,36,2023-09-10 20:02:14
996,Maker,General,65.19,2023,36,2023-09-10 20:02:14
1087,Kava,General,65.17,2023,36,2023-09-10 20:02:15
5900,Near,General,65.15,2023,36,2023-09-10 20:02:24
6723,Lido DAO,General,65.00,2023,36,2023-09-10 20:02:26
21374,xShrap,General,65.00,2023,36,2023-09-10 20:03:16
981,Litecoin,General,64.95,2023,36,2023-09-10 20:02:14
15951,BitTorrent,General,64.90,2023,36,2023-09-10 20:02:53
8477,Mina Protocol (IOU),General,64.80,2023,36,2023-09-10 20:02:29
22464,Sui,General,64.58,2023,36,2023-09-10 20:03:20
993,IOTA,General,64.30,2023,36,2023-09-10 20:02:14
4696,Curve DAO Token,General,63.99,2023,36,2023-09-10 20:02:22
1062,Fantom,General,63.85,2023,36,2023-09-10 20:02:15
6641,1inch,General,63.78,2023,36,2023-09-10 20:02:25
995,Ontology,General,63.63,2023,36,2023-09-10 20:02:14
1032,Zilliqa,General,63.61,2023,36,2023-09-10 20:02:15
1005,Synthetix Network Token,General,63.59,2023,36,2023-09-10 20:02:15
382,Bitcoin Cash,General,63.58,2023,36,2023-09-10 20:02:13
14449,Aave ETH v1,General,63.41,2023,36,2023-09-10 20:02:49
18795,WhiteBIT Token,General,63.34,2023,36,2023-09-10 20:03:06
4691,Elrond,General,63.28,2023,36,2023-09-10 20:02:22
376,Bitcoin,General,83.77,2023,37,2023-09-17 20:02:03
978,Ethereum,General,83.03,2023,37,2023-09-17 20:02:05
345,Binance Coin,General,74.13,2023,37,2023-09-17 20:02:03
979,XRP,General,73.01,2023,37,2023-09-17 20:02:05
8839,Internet Computer,General,72.27,2023,37,2023-09-17 20:02:20
5518,Avalanche,General,72.08,2023,37,2023-09-17 20:02:14
3747,Solana,General,70.92,2023,37,2023-09-17 20:02:11
5395,Uniswap,General,70.92,2023,37,2023-09-17 20:02:13
998,Dogecoin,General,69.86,2023,37,2023-09-17 20:02:05
984,TRON,General,69.69,2023,37,2023-09-17 20:02:05
621,Cardano,General,69.60,2023,37,2023-09-17 20:02:04
10418,The Open Network,General,69.50,2023,37,2023-09-17 20:02:24
986,Monero,General,69.43,2023,37,2023-09-17 20:02:05
659,ChainLink,General,69.30,2023,37,2023-09-17 20:02:04
4688,Polkadot,General,68.87,2023,37,2023-09-17 20:02:12
1036,Polygon,General,68.71,2023,37,2023-09-17 20:02:05
769,Cosmos,General,68.68,2023,37,2023-09-17 20:02:04
1069,Hedera Hashgraph,General,68.67,2023,37,2023-09-17 20:02:05
3844,Trust Wallet Token,General,68.59,2023,37,2023-09-17 20:02:11
18408,Kaspa,General,68.49,2023,37,2023-09-17 20:02:51
983,Stellar,General,68.41,2023,37,2023-09-17 20:02:05
18126,Optimism,General,67.86,2023,37,2023-09-17 20:02:50
6569,The Graph,General,67.36,2023,37,2023-09-17 20:02:16
3288,Filecoin,General,67.35,2023,37,2023-09-17 20:02:10
5613,Aave,General,67.24,2023,37,2023-09-17 20:02:14
809,Crypto.com Coin,General,67.00,2023,37,2023-09-17 20:02:04
988,OKB,General,66.61,2023,37,2023-09-17 20:02:05
147,Algorand,General,66.59,2023,37,2023-09-17 20:02:02
21811,Arbitrum,General,66.45,2023,37,2023-09-17 20:03:03
987,LEO Token,General,66.31,2023,37,2023-09-17 20:02:05
981,Litecoin,General,65.91,2023,37,2023-09-17 20:02:05
996,Maker,General,65.51,2023,37,2023-09-17 20:02:05
994,VeChain,General,65.43,2023,37,2023-09-17 20:02:05
13879,Rocket Pool ETH,General,65.39,2023,37,2023-09-17 20:02:36
1087,Kava,General,65.13,2023,37,2023-09-17 20:02:05
6723,Lido DAO,General,65.13,2023,37,2023-09-17 20:02:16
15951,BitTorrent,General,65.09,2023,37,2023-09-17 20:02:42
1005,Synthetix Network Token,General,65.01,2023,37,2023-09-17 20:02:05
11728,DashSports,General,65.00,2023,37,2023-09-17 20:02:28
5083,Shiba Inu,General,64.97,2023,37,2023-09-17 20:02:13
5674,PancakeSwap,General,64.83,2023,37,2023-09-17 20:02:14
5900,Near,General,64.80,2023,37,2023-09-17 20:02:14
15514,Multichain,General,64.65,2023,37,2023-09-17 20:02:40
8477,Mina Protocol (IOU),General,64.62,2023,37,2023-09-17 20:02:19
985,Tezos,General,64.59,2023,37,2023-09-17 20:02:05
382,Bitcoin Cash,General,64.20,2023,37,2023-09-17 20:02:03
6641,1inch,General,63.78,2023,37,2023-09-17 20:02:16
4696,Curve DAO Token,General,63.76,2023,37,2023-09-17 20:02:12
18840,Hifi Finance,General,63.67,2023,37,2023-09-17 20:02:53
1062,Fantom,General,63.64,2023,37,2023-09-17 20:02:05
376,Bitcoin,General,83.99,2023,38,2023-09-24 20:01:57
978,Ethereum,General,82.16,2023,38,2023-09-24 20:01:59
979,XRP,General,74.63,2023,38,2023-09-24 20:01:59
345,Binance Coin,General,73.63,2023,38,2023-09-24 20:01:57
8839,Internet Computer,General,72.59,2023,38,2023-09-24 20:02:14
5518,Avalanche,General,72.37,2023,38,2023-09-24 20:02:08
621,Cardano,General,69.76,2023,38,2023-09-24 20:01:58
659,ChainLink,General,69.48,2023,38,2023-09-24 20:01:58
