week_associated,id_project,appearance_count,performance_mean,score_mean,name
14,5395,2,-0.0878953638644486,67.735,Uniswap
14,5518,4,0.03674002378016563,70.4475,Avalanche
14,5613,4,-0.025835612886232873,68.295,Aave
14,5674,2,-0.0158428654921934,66.545,PancakeSwap
14,6009,1,0.0390104662226451,67.38,Axie Infinity
14,6569,4,-0.04028040984170812,67.1425,The Graph
14,6723,3,-0.0227014773368672,66.95333333333333,Lido DAO
14,7102,4,-0.029125666776563253,67.15,Flow - Dapper Labs
14,8839,4,0.05314322714951812,69.4375,Internet Computer
14,10418,1,0.0340264650283553,70.51,The Open Network
14,15951,1,-0.2265193370165746,64.82,BitTorrent
14,18126,1,-0.1847826086956522,66.69,Optimism
15,147,3,-0.12177569908014263,67.79,Algorand
15,345,4,-0.02648269358244195,71.985,Binance Coin
15,376,4,-0.018608597682729974,85.4525,Bitcoin
15,621,4,-0.10515269061680188,69.3325,Cardano
15,659,4,-0.08597621461878585,69.97,ChainLink
15,769,4,-0.09639089725396022,69.1175,Cosmos
15,809,2,-0.0338566537888161,67.76,Crypto.com Coin
15,907,4,-0.09726585493355973,68.4,Decentraland
15,978,4,-0.051010540089521224,79.815,Ethereum
15,979,4,-0.07344957140098375,74.4825,XRP
15,981,1,-0.2749403815580286,68.43,Litecoin
15,984,4,-0.03260822106814468,68.5775,TRON
15,985,1,0.103174603174603,65.69,Tezos
15,986,4,-0.051806639274141475,69.1825,Monero
15,994,3,-0.05690225966426133,68.42666666666666,VeChain
15,998,4,0.00724593121964473,66.7325,Dogecoin
15,1005,1,0.1139240506329114,67.75,Synthetix Network Token
15,1011,4,-0.08788192133420392,67.15,Theta Network
15,1013,2,-0.0333161915956508,67.36,KuCoin Shares
15,1036,4,-0.11988677393769377,69.69,Polygon
15,1062,3,0.02961289258212294,67.64999999999999,Fantom
15,1069,4,-0.09185295880074029,68.2,Hedera Hashgraph
15,2391,2,-0.0338094816810262,66.305,Klaytn
15,3288,1,-0.3859649122807018,67.59,Filecoin
15,3747,4,-0.08053766057676125,68.575,Solana
15,3844,4,-0.09016551932367152,69.13499999999999,Trust Wallet Token
15,4406,1,0.0240781561819296,66.9,DeFiChain
15,4688,4,-0.11157816790853482,68.5525,Polkadot
15,5395,1,-0.0327332242225859,68.34,Uniswap
15,5518,4,-0.11851334565471872,70.97,Avalanche
15,5613,4,-0.09526212216607521,68.5175,Aave
15,5674,2,-0.0158428654921934,66.545,PancakeSwap
15,6009,1,0.0390104662226451,67.38,Axie Infinity
15,6569,4,-0.11551631842662624,67.9325,The Graph
15,6723,4,-0.10234356832011071,66.8875,Lido DAO
15,7102,4,-0.0966731322143513,67.62,Flow - Dapper Labs
15,8839,4,0.013825307096729744,69.805,Internet Computer
15,10418,2,0.045349612770119146,69.99000000000001,The Open Network
15,18126,1,-0.1847826086956522,66.69,Optimism
15,22257,1,-0.3397341211225997,68.76,Pepe
16,147,3,-0.018700326131028133,67.81333333333333,Algorand
16,345,4,0.00933473148304085,71.64750000000001,Binance Coin
16,376,4,0.001027990916403725,84.965,Bitcoin
16,621,4,-0.03683693707007415,69.53999999999999,Cardano
16,659,4,-0.02876503401154023,70.0325,ChainLink
16,769,4,-0.04960302322584432,69.28,Cosmos
16,809,2,-0.0338566537888161,67.76,Crypto.com Coin
16,907,4,-0.05305282381341315,68.1875,Decentraland
16,978,4,-0.014417057122801998,81.405,Ethereum
16,979,4,-0.026256972832844908,74.695,XRP
16,981,2,-0.05325750063237869,68.12,Litecoin
16,984,4,-0.016718587519160475,68.565,TRON
16,985,1,0.103174603174603,65.69,Tezos
16,986,4,-0.03297330948518125,69.1575,Monero
16,994,3,-0.017186871572387897,67.89999999999999,VeChain
16,998,3,-0.04852869268780465,66.47000000000001,Dogecoin
16,1011,4,-0.03226060788605732,66.8875,Theta Network
16,1013,1,-0.0361445783132529,67.99,KuCoin Shares
16,1036,4,-0.05234113412072682,69.4225,Polygon
16,1062,3,0.00938173932441568,67.39999999999999,Fantom
16,1069,4,-0.03531408364555515,68.355,Hedera Hashgraph
16,2391,1,-0.0656283790192545,66.11,Klaytn
16,3288,2,-0.06536340852130329,67.565,Filecoin
16,3747,4,-0.011990623380215323,69.71000000000001,Solana
16,3844,4,-0.02446074241423596,69.0975,Trust Wallet Token
16,4406,1,0.0240781561819296,66.9,DeFiChain
16,4688,4,-0.036731975655198444,68.4025,Polkadot
16,5518,4,-0.05931153037091948,70.855,Avalanche
16,5613,4,-0.044483804836373736,68.33,Aave
16,5674,2,-0.0158428654921934,66.545,PancakeSwap
16,6009,2,0.10488984849593795,67.47,Axie Infinity
16,6569,4,-0.010731772384202642,68.325,The Graph
16,6723,3,-0.15729142442681426,66.76333333333334,Lido DAO
16,7102,4,-0.05573161381764825,67.5375,Flow - Dapper Labs
16,8839,4,0.06924485205140675,70.1075,Internet Computer
16,10418,3,0.053301125929791034,69.86666666666667,The Open Network
16,18126,2,0.04350613154960979,67.22999999999999,Optimism
16,21811,1,0.3039327041409023,69.15,Arbitrum
16,22257,1,-0.3397341211225997,68.76,Pepe
17,147,3,-0.01768888018169083,67.69333333333333,Algorand
17,345,4,-0.0016531389334730508,72.1725,Binance Coin
17,376,4,-0.02338875196503125,85.6125,Bitcoin
17,621,4,-0.06381984468158727,69.37,Cardano
17,659,4,-0.0533666378023184,69.9075,ChainLink
17,769,4,-0.07647399746094896,69.2725,Cosmos
