,id_project,name,score,position,platform,year,week
234,13802,IX Token,42.06,444,polygon-pos,2023,25
235,16037,Sheesha Finance Polygon,41.59,461,polygon-pos,2023,25
236,16766,Vault Hill City,41.57,464,polygon-pos,2023,25
237,21613,Yellow Duckies,39.92,561,polygon-pos,2023,25
238,16534,Rainbow Token,39.60,574,polygon-pos,2023,25
239,18860,tGOLD,38.29,643,polygon-pos,2023,25
240,17936,Quickswap,61.91,76,polygon-pos,2023,26
241,10287,Kommunitas,49.33,242,polygon-pos,2023,26
242,13269,Playermon,47.83,274,polygon-pos,2023,26
243,16476,Bullieverse,43.42,408,polygon-pos,2023,26
244,12382,Fabwelt,42.75,425,polygon-pos,2023,26
245,13802,IX Token,42.55,446,polygon-pos,2023,26
246,18132,SPORT,40.28,541,polygon-pos,2023,26
247,12135,Snook,39.67,569,polygon-pos,2023,26
248,16037,Sheesha Finance Polygon,39.11,590,polygon-pos,2023,26
249,16534,Rainbow Token,37.38,683,polygon-pos,2023,26
250,17936,Quickswap,62.02,74,polygon-pos,2023,27
251,13269,Playermon,48.45,257,polygon-pos,2023,27
252,10287,Kommunitas,46.47,308,polygon-pos,2023,27
253,16476,Bullieverse,43.19,408,polygon-pos,2023,27
254,12382,Fabwelt,42.76,421,polygon-pos,2023,27
255,13802,IX Token,41.81,455,polygon-pos,2023,27
256,12135,Snook,39.94,543,polygon-pos,2023,27
257,16037,Sheesha Finance Polygon,38.72,591,polygon-pos,2023,27
258,16766,Vault Hill City,37.84,642,polygon-pos,2023,27
259,16534,Rainbow Token,37.68,654,polygon-pos,2023,27
260,17936,Quickswap,61.94,69,polygon-pos,2023,28
261,18792,Tutellus,53.30,177,polygon-pos,2023,28
262,10287,Kommunitas,49.26,231,polygon-pos,2023,28
263,13269,Playermon,45.80,312,polygon-pos,2023,28
264,16476,Bullieverse,42.31,409,polygon-pos,2023,28
265,12382,Fabwelt,40.24,501,polygon-pos,2023,28
266,12135,Snook,37.80,595,polygon-pos,2023,28
267,17063,MetaShooter,37.26,624,polygon-pos,2023,28
268,16766,Vault Hill City,37.12,634,polygon-pos,2023,28
269,13802,IX Token,37.08,638,polygon-pos,2023,28
270,17936,Quickswap,62.80,66,polygon-pos,2023,29
271,18792,Tutellus,51.00,220,polygon-pos,2023,29
272,10287,Kommunitas,49.58,242,polygon-pos,2023,29
273,13269,Playermon,46.33,306,polygon-pos,2023,29
274,12382,Fabwelt,43.27,390,polygon-pos,2023,29
275,16476,Bullieverse,43.00,399,polygon-pos,2023,29
276,13802,IX Token,41.77,453,polygon-pos,2023,29
277,12135,Snook,39.33,564,polygon-pos,2023,29
278,16534,Rainbow Token,38.09,621,polygon-pos,2023,29
279,16037,Sheesha Finance Polygon,37.99,624,polygon-pos,2023,29
280,17936,Quickswap,60.52,75,polygon-pos,2023,30
281,10287,Kommunitas,48.16,244,polygon-pos,2023,30
282,13269,Playermon,46.41,286,polygon-pos,2023,30
283,16476,Bullieverse,45.97,296,polygon-pos,2023,30
284,16037,Sheesha Finance Polygon,43.15,367,polygon-pos,2023,30
285,16766,Vault Hill City,39.63,517,polygon-pos,2023,30
286,16534,Rainbow Token,38.29,584,polygon-pos,2023,30
287,12382,Fabwelt,38.25,585,polygon-pos,2023,30
288,12135,Snook,38.06,597,polygon-pos,2023,30
289,17063,MetaShooter,37.34,626,polygon-pos,2023,30
290,17936,Quickswap,60.54,87,polygon-pos,2023,31
291,18792,Tutellus,52.06,204,polygon-pos,2023,31
292,10287,Kommunitas,51.88,207,polygon-pos,2023,31
293,13269,Playermon,47.35,281,polygon-pos,2023,31
294,16476,Bullieverse,45.52,328,polygon-pos,2023,31
295,12382,Fabwelt,43.17,391,polygon-pos,2023,31
296,13802,IX Token,39.13,554,polygon-pos,2023,31
297,16037,Sheesha Finance Polygon,38.94,561,polygon-pos,2023,31
298,16766,Vault Hill City,38.36,586,polygon-pos,2023,31
299,16534,Rainbow Token,38.29,588,polygon-pos,2023,31
300,17936,Quickswap,61.49,69,polygon-pos,2023,32
301,10287,Kommunitas,50.82,216,polygon-pos,2023,32
302,13269,Playermon,45.99,302,polygon-pos,2023,32
303,16476,Bullieverse,45.11,324,polygon-pos,2023,32
304,12382,Fabwelt,43.63,363,polygon-pos,2023,32
305,13802,IX Token,41.09,453,polygon-pos,2023,32
