platform,date,year,week,id_project,project_name,start_price,end_price,performance
polygon-ecosystem,2024-03-09,2024,10,376,Bitcoin,61936.0,68492.0,0.1058512012399896
polygon-ecosystem,2024-03-09,2024,10,345,Binance Coin,408.79,487.72,0.1930820225543677
polygon-ecosystem,2024-03-09,2024,10,1036,Polygon,1.086,1.14,0.0497237569060771
polygon-ecosystem,2024-03-09,2024,10,5613,Aave,116.98,131.43,0.123525388955377
polygon-ecosystem,2024-03-09,2024,10,5395,Uniswap,12.51,14.26,0.1398880895283773
polygon-ecosystem,2024-03-09,2024,10,1005,Synthetix Network Token,4.57,4.36,-0.0459518599562363
polygon-ecosystem,2024-03-09,2024,10,996,Maker,2121.4,2405.82,0.1340718393513717
polygon-ecosystem,2024-03-09,2024,10,4708,SAND,0.685632,0.765743,0.1168425627741994
polygon-ecosystem,2024-03-09,2024,10,6569,The Graph,0.317406,0.400674,0.2623390862176517
polygon-ecosystem,2024-03-09,2024,10,659,ChainLink,21.24,20.04,-0.0564971751412429
polygon-ecosystem,2024-03-16,2024,11,376,Bitcoin,68492.0,67184.0,-0.0190971208316299
polygon-ecosystem,2024-03-16,2024,11,345,Binance Coin,487.72,588.0,0.2056097761010415
polygon-ecosystem,2024-03-16,2024,11,1036,Polygon,1.14,1.059,-0.0710526315789473
polygon-ecosystem,2024-03-16,2024,11,659,ChainLink,20.04,18.37,-0.0833333333333332
polygon-ecosystem,2024-03-16,2024,11,5613,Aave,131.43,119.71,-0.0891729437723504
polygon-ecosystem,2024-03-16,2024,11,907,Decentraland,0.759356,0.629018,-0.1716428131205917
polygon-ecosystem,2024-03-16,2024,11,5395,Uniswap,14.26,12.22,-0.1430575035063113
polygon-ecosystem,2024-03-16,2024,11,6569,The Graph,0.400674,0.372522,-0.0702616091885172
polygon-ecosystem,2024-03-16,2024,11,996,Maker,2405.82,2699.62,0.1221205243950086
polygon-ecosystem,2024-03-16,2024,11,1005,Synthetix Network Token,4.36,3.95,-0.0940366972477064
polygon-ecosystem,2024-03-23,2024,12,376,Bitcoin,67184.0,65029.0,-0.0320760895451297
polygon-ecosystem,2024-03-23,2024,12,345,Binance Coin,588.0,559.29,-0.0488265306122449
polygon-ecosystem,2024-03-23,2024,12,1036,Polygon,1.059,0.993654,-0.0617053824362605
polygon-ecosystem,2024-03-23,2024,12,659,ChainLink,18.37,18.29,-0.0043549265106152
polygon-ecosystem,2024-03-23,2024,12,5613,Aave,119.71,122.87,0.0263971263887729
polygon-ecosystem,2024-03-23,2024,12,907,Decentraland,0.629018,0.642699,0.0217497750461831
polygon-ecosystem,2024-03-23,2024,12,5395,Uniswap,12.22,11.82,-0.0327332242225859
polygon-ecosystem,2024-03-23,2024,12,1005,Synthetix Network Token,3.95,4.4,0.1139240506329114
polygon-ecosystem,2024-03-23,2024,12,6723,Lido DAO,2.72,2.89,0.0624999999999999
polygon-ecosystem,2024-03-23,2024,12,6569,The Graph,0.372522,0.369822,-0.0072478940841078
polygon-ecosystem,2024-03-30,2024,13,376,Bitcoin,65029.0,69868.0,0.0744129542204247
polygon-ecosystem,2024-03-30,2024,13,345,Binance Coin,559.29,606.21,0.0838920774553453
polygon-ecosystem,2024-03-30,2024,13,1036,Polygon,0.993654,0.98779,-0.0059014506055428
polygon-ecosystem,2024-03-30,2024,13,659,ChainLink,18.29,19.09,0.0437397484964461
polygon-ecosystem,2024-03-30,2024,13,907,Decentraland,0.642699,0.66595,0.0361771217941836
polygon-ecosystem,2024-03-30,2024,13,6569,The Graph,0.369822,0.390797,0.0567164744120144
polygon-ecosystem,2024-03-30,2024,13,5613,Aave,122.87,125.16,0.0186375844388377
polygon-ecosystem,2024-03-30,2024,13,6723,Lido DAO,2.89,2.82,-0.0242214532871973
polygon-ecosystem,2024-03-30,2024,13,5395,Uniswap,11.82,12.73,0.0769881556683587
polygon-ecosystem,2024-03-30,2024,13,4696,Curve DAO Token,0.673121,0.694911,0.0323715944087318
polygon-ecosystem,2024-04-06,2024,14,376,Bitcoin,69868.0,68453.0,-0.0202524760977843
polygon-ecosystem,2024-04-06,2024,14,345,Binance Coin,606.21,585.35,-0.0344105178073605
polygon-ecosystem,2024-04-06,2024,14,1036,Polygon,0.98779,0.896547,-0.0923708480547484
polygon-ecosystem,2024-04-06,2024,14,659,ChainLink,19.09,17.5,-0.0832896804609743
polygon-ecosystem,2024-04-06,2024,14,907,Decentraland,0.66595,0.589481,-0.1148269389593813
polygon-ecosystem,2024-04-06,2024,14,5613,Aave,125.16,117.75,-0.0592042186001917
polygon-ecosystem,2024-04-06,2024,14,6569,The Graph,0.390797,0.335957,-0.1403286105062219
polygon-ecosystem,2024-04-06,2024,14,6723,Lido DAO,2.82,2.52,-0.1063829787234042
polygon-ecosystem,2024-04-06,2024,14,4696,Curve DAO Token,0.694911,0.623114,-0.10331826665573
polygon-ecosystem,2024-04-06,2024,14,1005,Synthetix Network Token,4.57,3.97,-0.1312910284463895
